"REF_DATE","GEO","DGUID","Dwelling tenure","Selected housing indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Owner who is a first-time homebuyer","Moved for personal health reasons","Percentage of households","Percent","239","units","0","v1110664469","65.3.36.4","0.7","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Owner who is a first-time homebuyer","Moved to become a homeowner","Number of households","Number","223","units","0","v1110664460","65.3.37.1","30800","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Owner who is a first-time homebuyer","Moved to become a homeowner","Percentage of households","Percent","239","units","0","v1110664463","65.3.37.4","67.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Owner who is a first-time homebuyer","Moved for another reason","Number of households","Number","223","units","0","v1110664454","65.3.38.1","300","E","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Owner who is a first-time homebuyer","Moved for another reason","Percentage of households","Percent","239","units","0","v1110664457","65.3.38.4","","x","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Total, structural type of dwelling","Number of households","Number","223","units","0","v1110604898","65.5.1.1","198700","A","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Total, structural type of dwelling","Percentage of households","Percent","239","units","0","v1110604901","65.5.1.4","100.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Single-detached house","Number of households","Number","223","units","0","v1110604904","65.5.2.1","16100","C","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Single-detached house","Percentage of households","Percent","239","units","0","v1110604907","65.5.2.4","8.1","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Semi-detached house","Number of households","Number","223","units","0","v1110604910","65.5.3.1","4600","C","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Semi-detached house","Percentage of households","Percent","239","units","0","v1110604913","65.5.3.4","2.3","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Row house","Number of households","Number","223","units","0","v1110604916","65.5.4.1","31200","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Row house","Percentage of households","Percent","239","units","0","v1110604919","65.5.4.4","15.7","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Apartment or flat in a duplex","Number of households","Number","223","units","0","v1110604922","65.5.5.1","9000","C","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Apartment or flat in a duplex","Percentage of households","Percent","239","units","0","v1110604925","65.5.5.4","4.5","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Apartment in a building that has five or more storeys","Number of households","Number","223","units","0","v1110604928","65.5.6.1","70900","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Apartment in a building that has five or more storeys","Percentage of households","Percent","239","units","0","v1110604931","65.5.6.4","36.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Apartment in a building that has fewer than five storeys","Number of households","Number","223","units","0","v1110604934","65.5.7.1","62500","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Apartment in a building that has fewer than five storeys","Percentage of households","Percent","239","units","0","v1110604937","65.5.7.4","31.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Other single-attached house","Number of households","Number","223","units","0","v1110604940","65.5.8.1","","0s","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Other single-attached house","Percentage of households","Percent","239","units","0","v1110604943","65.5.8.4","","x","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moveable dwelling","Number of households","Number","223","units","0","v1110604946","65.5.9.1","","0s","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moveable dwelling","Percentage of households","Percent","239","units","0","v1110604949","65.5.9.4","","x","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Total, condominium status","Number of households","Number","223","units","0","v1110623150","65.5.10.1","198800","A","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Total, condominium status","Percentage of households","Percent","239","units","0","v1110623153","65.5.10.4","100.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Condominium","Number of households","Number","223","units","0","v1110623156","65.5.11.1","32200","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Condominium","Percentage of households","Percent","239","units","0","v1110623159","65.5.11.4","16.2","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Not condominium","Number of households","Number","223","units","0","v1110623162","65.5.12.1","166400","A","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Not condominium","Percentage of households","Percent","239","units","0","v1110623165","65.5.12.4","83.8","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Total, satisfaction with dwelling","Number of households","Number","223","units","0","v1110698294","65.5.13.1","198800","A","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Total, satisfaction with dwelling","Percentage of households","Percent","239","units","0","v1110698297","65.5.13.4","100.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Very satisfied with dwelling","Number of households","Number","223","units","0","v1110698300","65.5.14.1","45300","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Very satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698303","65.5.14.4","23.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Satisfied with dwelling","Number of households","Number","223","units","0","v1110698306","65.5.15.1","91100","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698309","65.5.15.4","46.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Neither satisfied nor dissatisfied with dwelling","Number of households","Number","223","units","0","v1110698312","65.5.16.1","37900","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Neither satisfied nor dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698315","65.5.16.4","19.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Dissatisfied with dwelling","Number of households","Number","223","units","0","v1110698318","65.5.17.1","19300","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698321","65.5.17.4","9.7","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Very dissatisfied with dwelling","Number of households","Number","223","units","0","v1110698324","65.5.18.1","5400","C","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Very dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698327","65.5.18.4","2.7","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Total, satisfaction with neighbourhood","Number of households","Number","223","units","0","v1110679214","65.5.19.1","198700","A","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Total, satisfaction with neighbourhood","Percentage of households","Percent","239","units","0","v1110679217","65.5.19.4","100.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Very satisfied with neighbourhood","Number of households","Number","223","units","0","v1110679220","65.5.20.1","67800","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Very satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679223","65.5.20.4","34.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Satisfied with neighbourhood","Number of households","Number","223","units","0","v1110679226","65.5.21.1","86800","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679229","65.5.21.4","44.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Neither satisfied nor dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110679232","65.5.22.1","27500","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Neither satisfied nor dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679235","65.5.22.4","13.8","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110679238","65.5.23.1","11300","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679241","65.5.23.4","5.7","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Very dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110679244","65.5.24.1","5500","C","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Very dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679247","65.5.24.4","2.7","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Number of households","Number","223","units","0","v1110708734","65.5.25.1","16800","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Percentage of households","Percent","239","units","0","v1110708737","65.5.25.4","8.4","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved due to a natural disaster or fire","Number of households","Number","223","units","0","v1110636170","65.5.26.1","1700","E","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved due to a natural disaster or fire","Percentage of households","Percent","239","units","0","v1110636173","65.5.26.4","0.8","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved for a new job or job transfer","Number of households","Number","223","units","0","v1110636164","65.5.27.1","23600","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved for a new job or job transfer","Percentage of households","Percent","239","units","0","v1110636167","65.5.27.4","11.8","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved for a new school","Number of households","Number","223","units","0","v1110636158","65.5.28.1","15500","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved for a new school","Percentage of households","Percent","239","units","0","v1110636161","65.5.28.4","7.8","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to form own household","Number of households","Number","223","units","0","v1110636152","65.5.29.1","19800","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to form own household","Percentage of households","Percent","239","units","0","v1110636155","65.5.29.4","10.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to be closer to family","Number of households","Number","223","units","0","v1110636146","65.5.30.1","17000","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to be closer to family","Percentage of households","Percent","239","units","0","v1110636149","65.5.30.4","8.6","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved because of a change in household or family size","Number of households","Number","223","units","0","v1110652070","65.5.31.1","34800","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved because of a change in household or family size","Percentage of households","Percent","239","units","0","v1110652073","65.5.31.4","17.5","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to reduce commuting time","Number of households","Number","223","units","0","v1110652064","65.5.32.1","18600","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to reduce commuting time","Percentage of households","Percent","239","units","0","v1110652067","65.5.32.4","9.4","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to upgrade to a larger dwelling or better quality dwelling","Number of households","Number","223","units","0","v1110652058","65.5.33.1","48200","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to upgrade to a larger dwelling or better quality dwelling","Percentage of households","Percent","239","units","0","v1110652061","65.5.33.4","24.0","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to reduce housing costs","Number of households","Number","223","units","0","v1110652052","65.5.34.1","32700","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to reduce housing costs","Percentage of households","Percent","239","units","0","v1110652055","65.5.34.4","16.5","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to be in a more desirable neighbourhood","Number of households","Number","223","units","0","v1110652046","65.5.35.1","39200","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to be in a more desirable neighbourhood","Percentage of households","Percent","239","units","0","v1110652049","65.5.35.4","19.7","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved for personal health reasons","Number of households","Number","223","units","0","v1110664502","65.5.36.1","15700","B","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved for personal health reasons","Percentage of households","Percent","239","units","0","v1110664505","65.5.36.4","7.9","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to become a homeowner","Number of households","Number","223","units","0","v1110664496","65.5.37.1","1800","E","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved to become a homeowner","Percentage of households","Percent","239","units","0","v1110664499","65.5.37.4","0.9","","","","1"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved for another reason","Number of households","Number","223","units","0","v1110664490","65.5.38.1","5200","C","","","0"
"2018","Ottawa-Gatineau, Ontario/Quebec","2016S0503505","Renter","Moved for another reason","Percentage of households","Percent","239","units","0","v1110664493","65.5.38.4","2.6","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Total, structural type of dwelling","Number of households","Number","223","units","0","v1110605060","66.3.1.1","208800","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Total, structural type of dwelling","Percentage of households","Percent","239","units","0","v1110605063","66.3.1.4","100.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Single-detached house","Number of households","Number","223","units","0","v1110605066","66.3.2.1","55100","C","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Single-detached house","Percentage of households","Percent","239","units","0","v1110605069","66.3.2.4","26.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Semi-detached house","Number of households","Number","223","units","0","v1110605072","66.3.3.1","21500","D","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Semi-detached house","Percentage of households","Percent","239","units","0","v1110605075","66.3.3.4","10.3","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Row house","Number of households","Number","223","units","0","v1110605078","66.3.4.1","17900","D","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Row house","Percentage of households","Percent","239","units","0","v1110605081","66.3.4.4","8.6","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Apartment or flat in a duplex","Number of households","Number","223","units","0","v1110605084","66.3.5.1","3300","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Apartment or flat in a duplex","Percentage of households","Percent","239","units","0","v1110605087","66.3.5.4","1.6","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Apartment in a building that has five or more storeys","Number of households","Number","223","units","0","v1110605090","66.3.6.1","85700","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Apartment in a building that has five or more storeys","Percentage of households","Percent","239","units","0","v1110605093","66.3.6.4","41.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Apartment in a building that has fewer than five storeys","Number of households","Number","223","units","0","v1110605096","66.3.7.1","14100","D","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Apartment in a building that has fewer than five storeys","Percentage of households","Percent","239","units","0","v1110605099","66.3.7.4","6.8","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Other single-attached house","Number of households","Number","223","units","0","v1110605102","66.3.8.1","1600","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Other single-attached house","Percentage of households","Percent","239","units","0","v1110605105","66.3.8.4","0.8","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moveable dwelling","Number of households","Number","223","units","0","v1110605108","66.3.9.1","","0s","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moveable dwelling","Percentage of households","Percent","239","units","0","v1110605111","66.3.9.4","","x","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Total, condominium status","Number of households","Number","223","units","0","v1110623204","66.3.10.1","208800","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Total, condominium status","Percentage of households","Percent","239","units","0","v1110623207","66.3.10.4","100.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Condominium","Number of households","Number","223","units","0","v1110623210","66.3.11.1","107600","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Condominium","Percentage of households","Percent","239","units","0","v1110623213","66.3.11.4","52.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Not condominium","Number of households","Number","223","units","0","v1110623216","66.3.12.1","101200","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Not condominium","Percentage of households","Percent","239","units","0","v1110623219","66.3.12.4","48.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Total, satisfaction with dwelling","Number of households","Number","223","units","0","v1110698402","66.3.13.1","208700","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Total, satisfaction with dwelling","Percentage of households","Percent","239","units","0","v1110698405","66.3.13.4","100.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Very satisfied with dwelling","Number of households","Number","223","units","0","v1110698408","66.3.14.1","63500","C","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Very satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698411","66.3.14.4","30.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Satisfied with dwelling","Number of households","Number","223","units","0","v1110698414","66.3.15.1","95300","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698417","66.3.15.4","46.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with dwelling","Number of households","Number","223","units","0","v1110698420","66.3.16.1","49400","C","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698423","66.3.16.4","24.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Dissatisfied with dwelling","Number of households","Number","223","units","0","v1110698426","66.3.17.1","500","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698429","66.3.17.4","","x","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Very dissatisfied with dwelling","Number of households","Number","223","units","0","v1110698432","66.3.18.1","","0s","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Very dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110698435","66.3.18.4","","x","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Total, satisfaction with neighbourhood","Number of households","Number","223","units","0","v1110679322","66.3.19.1","208800","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Total, satisfaction with neighbourhood","Percentage of households","Percent","239","units","0","v1110679325","66.3.19.4","100.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Very satisfied with neighbourhood","Number of households","Number","223","units","0","v1110679328","66.3.20.1","57500","C","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Very satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679331","66.3.20.4","28.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Satisfied with neighbourhood","Number of households","Number","223","units","0","v1110679334","66.3.21.1","111800","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679337","66.3.21.4","54.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110679340","66.3.22.1","31700","D","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679343","66.3.22.4","15.2","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110679346","66.3.23.1","5100","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679349","66.3.23.4","2.5","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Very dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110679352","66.3.24.1","2700","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Very dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110679355","66.3.24.4","","x","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Number of households","Number","223","units","0","v1110708752","66.3.25.1","10800","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Percentage of households","Percent","239","units","0","v1110708755","66.3.25.4","5.2","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved due to a natural disaster or fire","Number of households","Number","223","units","0","v1110636260","66.3.26.1","","0s","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved due to a natural disaster or fire","Percentage of households","Percent","239","units","0","v1110636263","66.3.26.4","","x","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved for a new job or job transfer","Number of households","Number","223","units","0","v1110636254","66.3.27.1","15500","D","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved for a new job or job transfer","Percentage of households","Percent","239","units","0","v1110636257","66.3.27.4","7.4","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved for a new school","Number of households","Number","223","units","0","v1110636248","66.3.28.1","8400","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved for a new school","Percentage of households","Percent","239","units","0","v1110636251","66.3.28.4","4.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to form own household","Number of households","Number","223","units","0","v1110636242","66.3.29.1","46000","C","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to form own household","Percentage of households","Percent","239","units","0","v1110636245","66.3.29.4","22.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to be closer to family","Number of households","Number","223","units","0","v1110636236","66.3.30.1","7500","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to be closer to family","Percentage of households","Percent","239","units","0","v1110636239","66.3.30.4","3.6","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved because of a change in household or family size","Number of households","Number","223","units","0","v1110652160","66.3.31.1","17700","D","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved because of a change in household or family size","Percentage of households","Percent","239","units","0","v1110652163","66.3.31.4","8.4","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to reduce commuting time","Number of households","Number","223","units","0","v1110652154","66.3.32.1","15900","D","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to reduce commuting time","Percentage of households","Percent","239","units","0","v1110652157","66.3.32.4","7.6","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to upgrade to a larger dwelling or better quality dwelling","Number of households","Number","223","units","0","v1110652148","66.3.33.1","48000","C","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to upgrade to a larger dwelling or better quality dwelling","Percentage of households","Percent","239","units","0","v1110652151","66.3.33.4","23.0","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to reduce housing costs","Number of households","Number","223","units","0","v1110652142","66.3.34.1","16000","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to reduce housing costs","Percentage of households","Percent","239","units","0","v1110652145","66.3.34.4","7.7","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to be in a more desirable neighbourhood","Number of households","Number","223","units","0","v1110652136","66.3.35.1","27800","C","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to be in a more desirable neighbourhood","Percentage of households","Percent","239","units","0","v1110652139","66.3.35.4","13.3","","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved for personal health reasons","Number of households","Number","223","units","0","v1110664556","66.3.36.1","3300","E","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved for personal health reasons","Percentage of households","Percent","239","units","0","v1110664559","66.3.36.4","","x","","","1"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to become a homeowner","Number of households","Number","223","units","0","v1110664550","66.3.37.1","141000","B","","","0"
"2018","Toronto, Ontario","2016S0503535","Owner who is a first-time homebuyer","Moved to become a homeowner","Percentage of households","Percent","239","units","0","v1110664553","66.3.37.4","68.0","","","","1"
